"Source Name","Sample Name.x","Characteristics: organism","Factor Value: Spaceflight.x","Factor Value: Ecotype.x","Characteristics: genotype.x","Characteristics: Material Type.x","Characteristics: age.x","Characteristics: Seed Source.x","Protocol REF...10.x","Parameter Value: Canister and Position","Parameter Value: Hardware.x","Parameter Value: Growth Temperature.x","Parameter Value: growth environment.x","Parameter Value: Growth Medium.x","Parameter Value: light source.x","Parameter Value: light cycle.x","Parameter Value: Growth Time.x","Parameter Value: Quantity of Growth Medium","Parameter Value: container","Parameter Value: Number of seeds per container.x","Parameter Value: Container Diameter","Protocol REF...23.x","Parameter Value: Sample storage temperature.x","Parameter Value: Age at sample collection","Parameter Value: Sample Preservation Method.x","Comment: Original Submitted Sample Name.x","Sample Name.y","Comment: Original Submitted Sample Name.y","Characteristics: Organism.x","Characteristics: Material Type.y","Characteristics: Variety","Characteristics: genotype.y","Characteristics: developmental stage","Characteristics: age.y","Characteristics: Seed Source.y","Protocol REF...11","Factor Value: Spaceflight.y","Parameter Value: Hardware.y","Comment: Initiation Date","Comment: Completion Date","Parameter Value: light source.y","Parameter Value: Growth Temperature.y","Parameter Value: Growth Medium.y","Parameter Value: Light quality","Parameter Value: Light intensity.x","Parameter Value: light cycle.y","Parameter Value: Growth Time.y","Protocol REF...23.y","Parameter Value: sample preservation temperature","Factor Value: Sample Preservation Method","Sample Name.x","Characteristics: Organism.y","Factor Value: Ecotype.y","Factor Value: Spaceflight.x","Factor Value: Treatment","Characteristics: organism part","Characteristics: Seed Source.x","Characteristics: stratification exposure","Protocol REF...10.y","Parameter Value: light source.x","Parameter Value: Hardware.x","Parameter Value: growth environment.y","Parameter Value: Growth Time.x","Protocol REF...15.x","Parameter Value: Sample Preservation Method.y","Parameter Value: Sample Storage Temperature.x","Sample Name.y","Characteristics: Organism.x","Characteristics: ecotype.x","Factor Value: Organism Part","Factor Value: Spaceflight.y","Characteristics: Material Type.x","Protocol REF...8","Parameter Value: light source.y","Parameter Value: Light intensity.y","Parameter Value: Hardware.y","Parameter Value: growth environment.x","Parameter Value: growth time","Protocol REF...14","Protocol REF...15.y","Parameter Value: Age at harvest","Parameter Value: Sample preservation method","Parameter Value: Sample storage temperature.y","Comment: Seed source","Comment: Sample name notes","Comment: Original Submitted Sample Name","Sample Name","Characteristics: Organism.y","Characteristics: ecotype.y","Characteristics: Seed Source.y","Characteristics: Material Type.y","Characteristics: Launch Mission","Factor Value: Spaceflight","Factor Value: Genotype","Protocol REF...10","Parameter Value: Hardware","Parameter Value: light cycle","Parameter Value: growth environment.y","Parameter Value: Growth Medium","Parameter Value: Growth Time.y","Parameter Value: Quantity of growth medium","Parameter Value: Number of seeds per container.y","Parameter Value: light regimen","Protocol REF...19","Comment: Sample Description","Protocol REF...21","Parameter Value: Sample Preservation Method","Parameter Value: Sample Storage Temperature.y","Protocol REF...24","Parameter Value: ionizing radiation","Parameter Value: vehicle","Parameter Value: absorbed radiation dose","Parameter Value: absorbed radiation dose rate","Parameter Value: exposure duration","Parameter Value: ionizing radiation categorized by source"
"IRE1_FB5_S6_L001_R1_001 (ire1a ire1bF_2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486058","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","SpaceX-12","Space Flight","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Space flight_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","space radiation","ISS-US Laboratory","3.007 milligray","0.231 milligray per day","13 day","Not Applicable"
"IRE1_FC4_S40_L004_R1_001 (ire1a ire1bF_3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486059","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","SpaceX-12","Space Flight","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Space flight_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","space radiation","ISS-US Laboratory","3.007 milligray","0.231 milligray per day","13 day","Not Applicable"
"IRE1_FD1_S12_L002_R1_001 (ire1a ire1bF_4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486060","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","SpaceX-12","Space Flight","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Space flight_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","space radiation","ISS-US Laboratory","3.007 milligray","0.231 milligray per day","13 day","Not Applicable"
"IRE1_GA6_S44_L004_R1_001 (ire1a ire1bG_1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486061","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","Not Applicable","Ground Control","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Ground_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","non-irradiated","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IRE1_GB5_S23_L003_R1_001 (ire1a ire1bG_2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486062","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","Not Applicable","Ground Control","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Ground_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","non-irradiated","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IRE1_GC4_S37_L004_R1_001 (ire1a ire1bG_3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486063","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","Not Applicable","Ground Control","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Ground_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","non-irradiated","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"IRE1_GD1_S31_L003_R1_001 (ire1a ire1bG_4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GSM4486064","Arabidopsis thaliana","Col-0","see growth protocol description","Seedlings","Not Applicable","Ground Control","ire1a-4 ire1b-2","growth protocol","BRIC-PDFU (Petri Dish Fixation Unit)","24 dark hour","ISS Environmental Simulator","1/2 Murashige and Skoog media supplemented with Gamborgs B5 Vitamins (PhytoTechnology Laboratories), 0.5% sucrose (Sigma-Aldrich), 0.4% Phytagel (Sigma-Aldrich), pH adjusted to 5.7","14 day","6.7 milliliter","70-80","continuous dark (no light) regimen","treatment protocol","ire1a-4 ire1b-2_Ground_whole seedlings","sample collection","RNALater","-80 degree Celsius","radiation dosimetry","non-irradiated","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"n2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep1_n2-1","n2-1-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep1_n2-1_membrane","n2-1-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep1_n2-1_soluble","n2-1-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep2_n2-2","n2-2-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep2_n2-2_membrane","n2-2-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep2_n2-2_soluble","n2-2-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep3_n2-3","n2-3-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep3_n2-3_membrane","n2-3-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"n2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_LN2_Rep3_n2-3_soluble","n2-3-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","Liquid Nitrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rl-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_RNAlat_Rep1_rl1","rl-1-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","RNALater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rl-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_RNAlat_Rep1_rl1_membrane","rl-1-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","RNALater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rl-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_RNAlat_Rep1_rl1_soluble","rl-1-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","RNALater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rl-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_RNAlat_Rep2_rl2","rl-2-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","RNALater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rl-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atha_WT-Col-0_sl_RNAlat_Rep2_rl2_membrane","rl-2-seedlings","Arabidopsis thaliana","Seedling","Col-0","Wild Type","Seedlings","76 hour","Arabidopsis Biological Resource Center, Columbus, Ohio, USA","growth protocol","Ground Control","BRIC-PDFU","10-Jan-15","13-Jan-15","continuous dark (no light) regimen","22 degree Celsius","0.5x Murashige and Skoog media supplemented with 1% sucrose and 1% agar","Not applicable","Not applicable","dark 24 hour","76 hour","sample collection protocol","-80 degree Celsius","RNALater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
